stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,stop_street,stop_city,stop_region,stop_postcode
0662,PALEOCAPA 2/PIAZZA OREGINA,,44.423382,8.925000,,,Via Paleocapa,Genoa,Regione Liguria,16100
0663,CARBONE/CASACCIA,,44.425312,8.927393,,,Via Giovanni Carbone,Genoa,Regione Liguria,16100
0664,DELLA CELLA/MACULANO,,44.425690,8.927056,,,Via Paolo Della Cella,Genoa,Regione Liguria,16100
0665,BALESTRAZZI 1/BELVEDERE,,44.424919,8.924459,,,Via Pietro Balestrazzi,Genoa,Regione Liguria,16100
0666,BALESTRAZZI 2/ISCHIA,,44.426651,8.925156,,,Via Pietro Balestrazzi,Genoa,Regione Liguria,16100
0667,VESUVIO 1/PERALTO,,44.428688,8.924310,,,Via Vesuvio,Genoa,Regione Liguria,16100
0668,VESUVIO 2/CASE INA,,44.427204,8.922304,,,Via Vesuvio,Genoa,Regione Liguria,16100
0669,VESUVIO/CAPOLINEA SUPERIORE,,44.426472,8.920769,,,Via Vesuvio,Genoa,Regione Liguria,16100
0670,VESUVIO 3/CASE INA,,44.427433,8.922912,,,Via Vesuvio,Genoa,Regione Liguria,16100
0671,VESUVIO 4/PERALTO,,44.428692,8.924623,,,Via Vesuvio,Genoa,Regione Liguria,16100
0672,BALESTRAZZI/ISCHIA,,44.426556,8.925030,,,Via Pietro Balestrazzi,Genoa,Regione Liguria,16100
0674,DELLA CELLA/MACULANO,,44.425785,8.927478,,,Via Paolo Della Cella,Genoa,Regione Liguria,16100
0675,CARBONE/CASACCIA,,44.425175,8.926969,,,Via Giovanni Carbone,Genoa,Regione Liguria,16100
0676,PALEOCAPA 1/PIAZZA OREGINA,,44.423409,8.925207,,,Via Paleocapa,Genoa,Regione Liguria,16100
0677,PALEOCAPA 2/BASSANO,,44.423405,8.927147,,,Via Paleocapa,Genoa,Regione Liguria,16100
0678,SAPORITI/NAPOLI,,44.421745,8.925097,,,Via Giuseppe Maria Saporiti,Genoa,Regione Liguria,16100
0679,DOGALI 1/BASSI,,44.418301,8.925467,,,Corso Dogali,Genoa,Regione Liguria,16100
0680,ALBERGO DEI POVERI/UNIVERSITA',,44.417152,8.929235,,,Piazza Emanuele Brignole,Genoa,Regione Liguria,16100
0681,BRIGNOLE DE FERRARI/CARMINE,,44.414742,8.929525,,,Via Brignole De Ferrari,Genoa,Regione Liguria,16100
0682,GIUSSO 1/BELVEDERE,,44.424877,8.924775,,,Via Candido Giusso,Genoa,Regione Liguria,16100
0683,COSTANZI 1/GIUSSO,,44.427063,8.927167,,,Via Giovanni Costanzi,Genoa,Regione Liguria,16100
0684,COSTANZI 3/FUMAGALLI,,44.427986,8.927876,,,Via Giovanni Costanzi,Genoa,Regione Liguria,16100
0685,COSTANZI 4/OSTELLO,,44.428093,8.928649,,,Via Giovanni Costanzi,Genoa,Regione Liguria,16100
0686,BELVEDERE DA PASSANO/GIUSSO,,44.424492,8.924399,,,Belvedere Gerolamo Da Passano,Genoa,Regione Liguria,16100
0687,ORSINI 1/CAPRERA,,44.395401,8.975897,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0688,ORSINI 2/SAN PIO X,,44.398479,8.975933,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0689,ORSINI 3/PARODI,,44.400337,8.975631,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0690,ORSINI 4/STURLA,,44.401676,8.977697,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0691,STURLA 3/MARRAS,,44.399643,8.978873,,,Via Sturla,Genoa,Regione Liguria,16100
0692,ISONZO 1/STURLA FS,,44.397621,8.980932,,,Via Isonzo,Genoa,Regione Liguria,16100
0693,RAGAZZI DEL 99/CAPOLINEA,,44.399548,8.981579,,,Via Isonzo,Genoa,Regione Liguria,16100
0694,ISONZO 3/STURLA FS,,44.397293,8.980710,,,Via Isonzo,Genoa,Regione Liguria,16100
0695,STURLA 2/MARRAS,,44.399879,8.979075,,,Via Sturla,Genoa,Regione Liguria,16100
0696,ORSINI 1/STURLA,,44.401695,8.977445,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0697,ORSINI 2/PARODI,,44.400314,8.975305,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0698,ORSINI 3/SAN PIO X,,44.398853,8.975461,,,Via Angelo Orsini,Genoa,Regione Liguria,16100
0700,DIAZ/BRIGATE PARTIGIANE,,44.400738,8.946275,,,Via Armando Diaz,Genoa,Regione Liguria,16100
0701,BARABINO/TORINO,,44.399990,8.949325,,,Via Carlo Barabino,Genoa,Regione Liguria,16100
0702,PALERMO/PARETO,,44.399155,8.952721,,,Piazza Palermo,Genoa,Regione Liguria,16100
0703,ROSSELLI 1/PIAVE,,44.394566,8.955100,,,Via Carlo e Nello Rosselli,Genoa,Regione Liguria,16100
0704,ROSSELLI 2/ZARA,,44.394009,8.957482,,,Via Carlo e Nello Rosselli,Genoa,Regione Liguria,16100
0705,GOBETTI/SAURO,,44.394238,8.960878,,,Via Piero Gobetti,Genoa,Regione Liguria,16100
0706,RIGHETTI/MINZONI,,44.394123,8.966993,,,Via Renzo Righetti,Genoa,Regione Liguria,16100
0707,DE GASPARI 1/BRUNO,,44.392723,8.970754,,,Via Oreste De Gaspari,Genoa,Regione Liguria,16100
0708,DE GASPARI 2/BOCCADASSE,,44.391228,8.973881,,,Via Oreste De Gaspari,Genoa,Regione Liguria,16100
0709,BRUNO 1/ITALIA,,44.390976,8.969612,,,Via Giordano Bruno,Genoa,Regione Liguria,16100
0710,GUARDIA/GARRONE,,44.470303,8.896457,,,Via al Santuario di Nostra Signora della Guardia,Genoa,Regione Liguria,16100
0711,RIGHETTI/PEROSI,,44.394218,8.967010,,,Via Renzo Righetti,Genoa,Regione Liguria,16100
0712,GOBETTI 1/SAURO,,44.394398,8.961081,,,Via Piero Gobetti,Genoa,Regione Liguria,16100
0713,GOBETTI 2/ZARA,,44.394043,8.958327,,,Via Piero Gobetti,Genoa,Regione Liguria,16100
0714,ROSSELLI/PIAVE,,44.394966,8.955092,,,Via Carlo e Nello Rosselli,Genoa,Regione Liguria,16100
0715,BARABINO 1/PALERMO,,44.399548,8.951544,,,Via Carlo Barabino,Genoa,Regione Liguria,16100
0716,BARABINO 3/CIPRO,,44.400692,8.946933,,,Via Carlo Barabino,Genoa,Regione Liguria,16100
0717,BRIGATA LIGURIA 2/FIUME,,44.404385,8.944104,,,Via Brigata Liguria,Genoa,Regione Liguria,16100
0718,THAON DI REVEL/BRIGNOLE FS,,44.405582,8.946454,,,Viale Paolo Thaon de Revel,Genoa,Regione Liguria,16100
0719,CORRIDONI 2/MONTALLEGRO,,44.403137,8.962925,,,Via Filippo Corridoni,Genoa,Regione Liguria,16100
0720,MONTEZOVETTO 1/CUS,,44.401367,8.964043,,,Via Monte Zovetto,Genoa,Regione Liguria,16100
0721,MONTEZOVETTO 2/SCUOLE,,44.399193,8.964576,,,Via Monte Zovetto,Genoa,Regione Liguria,16100
0724,BRIGATA SALERNO/ERA,,44.395653,8.984932,,,Via Brigata Salerno,Genoa,Regione Liguria,16100
0725,ROMANA DI QUARTO 1/CEMBRANO,,44.398590,8.989033,,,Via Romana di Quarto,Genoa,Regione Liguria,16100
0726,ROMANA DI QUARTO 2/FRANGIONI,,44.398197,8.990911,,,Via Romana di Quarto,Genoa,Regione Liguria,16100
0727,CIMAROSA/GIOVANNI MAGGIO,,44.396343,8.993017,,,Via Domenico Cimarosa,Genoa,Regione Liguria,16100
0728,PEROTTO/MELEN,,44.422756,8.863493,,,Via Enrico Melen,Genoa,Regione Liguria,16100
0729,ACCIAIO/CAMPO SPORTIVO,,44.418797,8.860237,,,Via dell'Acciaio,Genoa,Regione Liguria,16100
0730,SCHIAFFINO/NIEVO,,44.394230,8.998239,,,Via Simone Schiaffino,Genoa,Regione Liguria,16100
0731,PRASCA/CHIESA,,44.396469,8.997006,,,Via Stefano Prasca,Genoa,Regione Liguria,16100
0732,CARRARA 1/PRASCA,,44.396709,8.996464,,,Via Angelo Carrara,Genoa,Regione Liguria,16100
0733,CARRARA 2/TURR,,44.395653,8.994388,,,Via Angelo Carrara,Genoa,Regione Liguria,16100
0734,ROMANA DI QUARTO 1/FRANGIONI,,44.398304,8.991807,,,Via Romana di Quarto,Genoa,Regione Liguria,16100
0735,ROMANA DI QUARTO 2/CEMBRANO,,44.398808,8.988508,,,Via Romana di Quarto,Genoa,Regione Liguria,16100
0736,ERA/BRIGATA SALERNO,,44.395584,8.984282,,,Via Vittorino Era,Genoa,Regione Liguria,16100
0737,LEONARDO DA VINCI/,,44.397861,8.965076,,,Piazza Leonardo da Vinci,Genoa,Regione Liguria,16100
0738,MONTEZOVETTO 1/SCUOLE,,44.399414,8.964650,,,Via Monte Zovetto,Genoa,Regione Liguria,16100
0739,MONTEZOVETTO 2/CUS,,44.401512,8.964131,,,Via Monte Zovetto,Genoa,Regione Liguria,16100
0740,CORRIDONI 1/MONTALLEGRO,,44.403427,8.962943,,,Via Filippo Corridoni,Genoa,Regione Liguria,16100
0743,TOMMASEO/MONTEVIDEO,,44.402546,8.954541,,,Via Montevideo,Genoa,Regione Liguria,16100
0744,LAGUSTENA 2/MOSSO,,44.407654,8.977249,,,Via Silvio Lagustena,Genoa,Regione Liguria,16100
0745,BORGORATTI 1/SAPETO,,44.407593,8.979391,,,Via Borgoratti,Genoa,Regione Liguria,16100
0746,BORGORATTI 2/BOERO,,44.405384,8.982349,,,Via Borgoratti,Genoa,Regione Liguria,16100
0747,POSALUNGA 1/TIMAVO,,44.404366,8.984739,,,Via Posalunga,Genoa,Regione Liguria,16100
0748,POSALUNGA 2/SCUOLA,,44.406567,8.986989,,,Via Posalunga,Genoa,Regione Liguria,16100
0749,ROTONDA/CADIGHIARA,,44.408966,8.988523,,,Piazza Rotonda,Genoa,Regione Liguria,16100
0750,ROTONDA/CAPOLINEA,,44.408840,8.988448,,,Via Posalunga,Genoa,Regione Liguria,16100
0751,POSALUNGA 1/SCUOLA,,44.406544,8.986855,,,Via Posalunga,Genoa,Regione Liguria,16100
0752,POSALUNGA 2/TIMAVO,,44.404472,8.984807,,,Via Posalunga,Genoa,Regione Liguria,16100
0753,BORGORATTI 1/SAN ROCCO,,44.404930,8.983365,,,Via Borgoratti,Genoa,Regione Liguria,16100
0754,BORGORATTI 2/SAPETO,,44.407623,8.979646,,,Via Borgoratti,Genoa,Regione Liguria,16100
0755,LAGUSTENA/MOSSO,,44.407635,8.977103,,,Via Silvio Lagustena,Genoa,Regione Liguria,16100
0756,SAN MARTINO/PUGGIA,,44.405563,8.975372,,,Via San Martino,Genoa,Regione Liguria,16100
0757,SCRIBANTI/SALITA DELLA NOCE,,44.406872,8.974908,,,Via Angelo Scribanti,Genoa,Regione Liguria,16100
0758,TOMMASEO/CAFFA,,44.402420,8.953586,,,Piazza Tommaseo,Genoa,Regione Liguria,16100
0759,STURLA 1/SAN MARTINO,,44.405003,8.976063,,,Via Sturla,Genoa,Regione Liguria,16100
0760,STURLA 2/ORSINI,,44.402008,8.978182,,,Via Sturla,Genoa,Regione Liguria,16100
0761,STURLA 4/STURLA FS,,44.397114,8.980611,,,Via Sturla,Genoa,Regione Liguria,16100
0762,STURLA 5/ISTITUTO KING,,44.396168,8.980927,,,Via Sturla,Genoa,Regione Liguria,16100
0763,PIAZZA STURLA/CHIGHIZOLA,,44.394688,8.980854,,,Piazza Sturla,Genoa,Regione Liguria,16100
0765,PIAZZA STURLA/CHIESA,,44.394875,8.980821,,,Piazza Sturla,Genoa,Regione Liguria,16100
0766,STURLA 1/STURLA FS,,44.396637,8.981276,,,Via Sturla,Genoa,Regione Liguria,16100
0767,STURLA 3/PRATOLONGO,,44.402794,8.978405,,,Via Sturla,Genoa,Regione Liguria,16100
0768,DONGHI 1/CHIESA,,44.408192,8.966914,,,Via Donghi,Genoa,Regione Liguria,16100
0769,DONGHI 2/MADONNETTA,,44.410694,8.969232,,,Via Donghi,Genoa,Regione Liguria,16100
0770,DONGHI 3/MANZASCO,,44.412380,8.970257,,,Via Donghi,Genoa,Regione Liguria,16100
0771,DONGHI/CAPOLINEA,,44.413025,8.972196,,,Via Donghi,Genoa,Regione Liguria,16100
0772,DONGHI 1/MANZASCO,,44.412235,8.969838,,,Via Donghi,Genoa,Regione Liguria,16100
0773,DONGHI 2/MADONNETTA,,44.410618,8.969089,,,Via Donghi,Genoa,Regione Liguria,16100
0774,MANUZIO 1/GAULLI,,44.409451,8.966639,,,Via Aldo Manuzio,Genoa,Regione Liguria,16100
0775,MANUZIO 2/MARINA DI ROBILANT,,44.407948,8.964569,,,Via Aldo Manuzio,Genoa,Regione Liguria,16100
0776,MONTICELLI 1/CARLOFORTE,,44.414146,8.954437,,,Via Monticelli,Genoa,Regione Liguria,16100
0777,FEREGGIANO 1/GALILEO FERRARIS,,44.415611,8.957376,,,Via Fereggiano,Genoa,Regione Liguria,16100
0779,FEREGGIANO 3/MORO,,44.418240,8.965193,,,Via Fereggiano,Genoa,Regione Liguria,16100
0781,FEREGGIANO 1/MORO,,44.417992,8.965076,,,Via Fereggiano,Genoa,Regione Liguria,16100
0782,FEREGGIANO 2/BIGA,,44.416725,8.960876,,,Via Fereggiano,Genoa,Regione Liguria,16100
0783,FEREGGIANO 3/GALILEO FERRARIS,,44.415989,8.957750,,,Via Fereggiano,Genoa,Regione Liguria,16100
0784,TEGLIA 2/GIUFFRIDA,,44.453602,8.895912,,,Via Teglia,Genoa,Regione Liguria,16100
0785,GALLIERA 1/CARLOFORTE,,44.413456,8.953945,,,Corso Galliera,Genoa,Regione Liguria,16100
0786,GALLIERA 2/DON ORIONE,,44.411560,8.953955,,,Corso Galliera,Genoa,Regione Liguria,16100
0787,GALLIERA 3/MIGLIO,,44.409496,8.953185,,,Corso Galliera,Genoa,Regione Liguria,16100
0788,TEGLIA 1/GIUFFRIDA,,44.453384,8.895539,,,Via Teglia,Genoa,Regione Liguria,16100
0789,BRIGATA LIGURIA 1/PERANI,,44.403698,8.943912,,,Via Brigata Liguria,Genoa,Regione Liguria,16100
0790,TORINO 3/BUENOS AIRES,,44.403313,8.951392,,,Corso Torino,Genoa,Regione Liguria,16100
0791,DE STEFANIS 3/STADIO,,44.418030,8.952843,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0792,DE STEFANIS 4/COSTA,,44.420006,8.950335,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0793,DE STEFANIS 5/PARENZO,,44.421692,8.948738,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0794,ISTRIA 1/MERCATO,,44.423729,8.948356,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0795,ISTRIA 2/GARRASSINI,,44.425053,8.948620,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0796,ISTRIA 3/PONTE MONTEVERDE,,44.427567,8.952167,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0797,ISTRIA 5/PASSERELLA,,44.429424,8.957075,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0798,ISTRIA 6/PONTE BEZZECCA,,44.430798,8.958711,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0799,DALMAZIA 1/ADRIATICO,,44.433399,8.961644,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0800,DALMAZIA 2/PONTE CARREGA,,44.435349,8.962923,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0801,DALMAZIA 3/GUGLIELMETTI,,44.439041,8.963796,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0802,DALMAZIA 4/PONTE FERITORE,,44.441040,8.964697,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0803,ADAMOLI 1/SPALATO,,44.442696,8.965871,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0804,ADAMOLI 3/SCIORBA,,44.445797,8.969406,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0805,ADAMOLI 5/CAVA,,44.449318,8.973836,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0806,ADAMOLI 6/MOLASSANA,,44.451538,8.976908,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0807,ADAMOLI 1/MOLASSANA,,44.451393,8.976273,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0808,ADAMOLI 2/CAVA,,44.448864,8.972914,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0809,ADAMOLI 3/PONTE GALLO,,44.446823,8.970344,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0810,ADAMOLI 5/SPALATO,,44.442787,8.965590,,,Via Gelasio Adamoli,Genoa,Regione Liguria,16100
0811,DALMAZIA 1/PONTE FERITORE,,44.441036,8.964481,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0812,LORIA 7/MAGRETTI,,44.421303,8.959278,,,Via Lamberto Loria,Genoa,Regione Liguria,16100
0813,DALMAZIA 3/PONTE CARREGA,,44.435390,8.962752,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0814,DALMAZIA 4/ADRIATICO,,44.433060,8.961086,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0815,DALMAZIA 5/PONTE BEZZECCA,,44.431313,8.959106,,,Lungobisagno Dalmazia,Genoa,Regione Liguria,16100
0816,ISTRIA 1/PASSERELLA,,44.429153,8.956505,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0817,ISTRIA 3/PONTE MONTEVERDE,,44.427586,8.951776,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0818,ISTRIA 4/MERCATO,,44.423885,8.948216,,,Lungobisagno Istria,Genoa,Regione Liguria,16100
0819,DE STEFANIS 1/PARENZO,,44.421478,8.948678,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0820,DE STEFANIS 2/MONTEBRUNO,,44.420124,8.949827,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0821,DE STEFANIS 4/STADIO,,44.417915,8.952645,,,Corso Alessandro De Stefanis,Genoa,Regione Liguria,16100
0822,SARDEGNA 4/PIAZZA GIUSTI,,44.406086,8.952405,,,Corso Sardegna,Genoa,Regione Liguria,16100
0823,TORINO 1/BUENOS AIRES,,44.403160,8.951193,,,Corso Torino,Genoa,Regione Liguria,16100
0824,RESASCO/CAPOLINEA,,44.428703,8.953224,,,Piazzale Giovanni Battista Resasco,Genoa,Regione Liguria,16100
0825,BASSANO/SAPORITI,,44.423176,8.926379,,,Via Bassano,Genoa,Regione Liguria,16100
0826,MONTEGRAPPA 1/MONTESANO,,44.408310,8.948201,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0827,MONTEGRAPPA 2/BANCHERO,,44.409500,8.949478,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0828,MONTEGRAPPA 3/ASIAGO,,44.410816,8.950221,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0829,MONTEGRAPPA 4/MONTE CENGIO,,44.410355,8.948766,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0830,MONTEGRAPPA 5/MAGISTERO,,44.411324,8.949216,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0831,GIARDINO/MONTEGRAPPA,,44.413891,8.949217,,,Largo Gaetano Giardino,Genoa,Regione Liguria,16100
0832,BURLANDO 1/SALITA MONTALDO,,44.416767,8.947019,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0833,BURLANDO 2/PRIVATA BURLANDO,,44.418358,8.945121,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0834,BURLANDO 3/OLIVERI,,44.422237,8.944086,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0835,BURLANDO 4/SCUOLE,,44.424053,8.944741,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0836,GINESTRE 1/CHIESA,,44.425194,8.944816,,,Via delle Ginestre,Genoa,Regione Liguria,16100
0837,GINESTRE 2/GIARDINI DI TOMASO,,44.426548,8.943957,,,Via delle Ginestre,Genoa,Regione Liguria,16100
0838,GINESTRE/CAPOLINEA,,44.426205,8.944218,,,Via delle Ginestre,Genoa,Regione Liguria,16100
0839,GINESTRE 1/SCALINATA,,44.426491,8.943716,,,Via delle Ginestre,Genoa,Regione Liguria,16100
0840,GINESTRE 2/CHIESA,,44.425240,8.944758,,,Via delle Ginestre,Genoa,Regione Liguria,16100
0841,BURLANDO 1/SCUOLE,,44.423992,8.944659,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0842,BURLANDO 2/OLIVERI,,44.422157,8.944019,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0843,BURLANDO 3/PRIVATA BURLANDO,,44.418255,8.945019,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0844,BURLANDO 4/SALITA MONTALDO,,44.416576,8.947082,,,Via Antonio Burlando,Genoa,Regione Liguria,16100
0845,GIARDINO/BURLANDO,,44.414181,8.948975,,,Largo Gaetano Giardino,Genoa,Regione Liguria,16100
0846,MONTEGRAPPA 1/MAGISTERO,,44.411118,8.949055,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0847,MONTEGRAPPA 2/MONTE CENGIO,,44.410332,8.948441,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0848,MONTEGRAPPA 3/ASIAGO,,44.410686,8.950080,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0849,MONTEGRAPPA 4/BANCHERO,,44.409252,8.949095,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0850,MONTEGRAPPA 5/MONTESANO,,44.408176,8.947635,,,Corso Monte Grappa,Genoa,Regione Liguria,16100
0851,BIANCHERI/CAPOLINEA,,44.424164,8.848595,,,Via Giuseppe Biancheri,Genoa,Regione Liguria,16100
0852,MERANO/SANT'ALBERTO,,44.427227,8.838996,,,Via Merano,Genoa,Regione Liguria,16100
0853,SANT'ALBERTO 2/CASE LIBERTAS,,44.429024,8.838138,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0854,SANT'ALBERTO 3/,,44.431648,8.838730,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0855,SANT'ALBERTO 4/MOLINASSI,,44.433205,8.838448,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0856,MOLINASSI/ROLLINO,,44.434227,8.838161,,,Via al Torrente Molinassi,Genoa,Regione Liguria,16100
0857,ROLLINO 1/BRISCATA,,44.433098,8.839554,,,Via Rollino,Genoa,Regione Liguria,16100
0858,ROLLINO 2/,,44.432304,8.840846,,,Via Rollino,Genoa,Regione Liguria,16100
0859,ROLLINO 3/,,44.433292,8.841536,,,Via Rollino,Genoa,Regione Liguria,16100
0860,ROLLINO 4/,,44.435078,8.840483,,,Via Rollino,Genoa,Regione Liguria,16100
0861,ROLLINO 5/,,44.435936,8.839368,,,Via Rollino,Genoa,Regione Liguria,16100
0862,ROLLINO 6/,,44.436920,8.839467,,,Via Rollino,Genoa,Regione Liguria,16100
0863,ROLLINO 7/,,44.437859,8.839446,,,Via Rollino,Genoa,Regione Liguria,16100
0864,ROLLINO 8/SUPERIORE CATALDI,,44.438286,8.838244,,,Via Rollino,Genoa,Regione Liguria,16100
0865,ROLLINO/CAPOLINEA,,44.439823,8.837141,,,Via Rollino,Genoa,Regione Liguria,16100
0866,ROLLINO 4/SUPERIORE CATALDI,,44.438446,8.838259,,,Via Rollino,Genoa,Regione Liguria,16100
0867,ROLLINO 5/,,44.437832,8.839584,,,Via Rollino,Genoa,Regione Liguria,16100
0868,ROLLINO 6/,,44.436684,8.839422,,,Via Rollino,Genoa,Regione Liguria,16100
0869,ROLLINO 7/,,44.435928,8.839314,,,Via Rollino,Genoa,Regione Liguria,16100
0870,ROLLINO 8/,,44.435177,8.840563,,,Via Rollino,Genoa,Regione Liguria,16100
0871,ROLLINO 9/,,44.433289,8.841443,,,Via Rollino,Genoa,Regione Liguria,16100
0872,ROLLINO 10/,,44.432373,8.840656,,,Via Rollino,Genoa,Regione Liguria,16100
0873,ROLLINO 11/BRISCATA,,44.433262,8.839571,,,Via Rollino,Genoa,Regione Liguria,16100
0874,MOLINASSI/BRISCATA,,44.434551,8.838430,,,Via al Torrente Molinassi,Genoa,Regione Liguria,16100
0875,SANT'ALBERTO 5/MOLINASSI,,44.433033,8.838378,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0876,SANT'ALBERTO 6/,,44.431637,8.838639,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0877,SANT'ALBERTO 7/CASE LIBERTAS,,44.428883,8.838058,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0878,CASE LIBERTAS/INSURREZIONE,,44.428654,8.835752,,,Via dell'Insurrezione del 23-25 Aprile 1945,Genoa,Regione Liguria,16100
0879,SANT'ALBERTO 5/,,44.431507,8.837730,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0880,SANT'ALBERTO 6/,,44.432423,8.837166,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0881,SANT'ALBERTO 7/,,44.433628,8.837045,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0882,SANT'ALBERTO 8/,,44.433624,8.836124,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0884,SANT'ALBERTO/CIMITERO SESTRI,,44.436195,8.834025,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0885,SANT'ALBERTO 1/,,44.433395,8.836014,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0886,SANT'ALBERTO 2/,,44.433483,8.837100,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0887,SANT'ALBERTO 3/,,44.432358,8.837044,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0888,SANT'ALBERTO 4/,,44.431873,8.837921,,,Via Sant'Alberto,Genoa,Regione Liguria,16100
0889,BORZOLI 2/LEONARDI,,44.425934,8.856001,,,Via Borzoli,Genoa,Regione Liguria,16100
0890,BORZOLI 3/DA BISSONE,,44.427166,8.857137,,,Via Borzoli,Genoa,Regione Liguria,16100
0891,BORZOLI 4/AUTOSTRADA,,44.429379,8.858579,,,Via Borzoli,Genoa,Regione Liguria,16100
0892,BORZOLI 5/FRINGUELLO,,44.430443,8.860044,,,Via Borzoli,Genoa,Regione Liguria,16100
0893,BORZOLI 6/CAMPO SPORTIVO,,44.432423,8.863576,,,Via Borzoli,Genoa,Regione Liguria,16100
0894,BORZOLI 7/CIMITERO,,44.433422,8.866791,,,Via Borzoli,Genoa,Regione Liguria,16100
0895,BORZOLI 8/MONTE SLEME,,44.434311,8.869180,,,Via Borzoli,Genoa,Regione Liguria,16100
0896,BORZOLI 9/VENZANO,,44.436619,8.873328,,,Via Borzoli,Genoa,Regione Liguria,16100
0897,BORZOLI 10/CRISTO DI MARMO,,44.437801,8.875315,,,Via Borzoli,Genoa,Regione Liguria,16100
0898,BORZOLI 11/BURLO,,44.439133,8.878210,,,Via Borzoli,Genoa,Regione Liguria,16100
0899,BORZOLI 12/,,44.439266,8.880142,,,Via Borzoli,Genoa,Regione Liguria,16100
0900,BORZOLI 13/FEGINO,,44.439827,8.880857,,,Via Borzoli,Genoa,Regione Liguria,16100
0901,BORZOLI 14/INTERMEDIO,,44.437286,8.883584,,,Via Borzoli,Genoa,Regione Liguria,16100
0902,FERRI 1/FEGINO,,44.437279,8.887507,,,Via Evandro Ferri,Genoa,Regione Liguria,16100
0903,AVEZZANA/,,44.418861,8.919108,,,Via Giuseppe Avezzana,Genoa,Regione Liguria,16100
0904,PALLAVICINI/CAPOLINEA,,44.437336,8.892456,,,Piazza Durazzo Pallavicini,Genoa,Regione Liguria,16100
0905,RAGAZZI DEL 99/CAPOLINEA,,44.399883,8.981489,,,Piazza Ragazzi del '99,Genoa,Regione Liguria,16100
